label,description
Common Cold,"I cant stop coughing and I feel really cold. My sinuses are all blocked and I have a lot of mucus. My chest hurts and I cant smell anything. My muscles are also really sore. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I am coughing nonstop and am really chilly. My mucus production is excessive, and my sinuses are fully clogged. I cant smell anything, and my chest hurts. My muscles are quite painful as well. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I cant stop coughing and I am freezing. My sinuses are completely blocked, and I am inundated with mucous. My chest hurts, and I am unable to smell anything. My muscles are also really achy. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been coughing a lot and finding it difficult to breathe. My throat hurts and I feel like I have a lot of phlegm trapped in my chest. My nose has been running a lot, and I have been feeling really congested. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been quite exhausted and ill. My throat has been quite painful, and I have had a fairly nasty cough. I have got a lot of chills and a pretty high temperature. Just feeling extremely run down and weak. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been experiencing severe weariness and a sickly sensation. My throat has been really painful and I have had a fairly severe cough. My nose has been quite stuffy, and I have had significant sinus pressure. I am really miserable and extremely exhausted. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been feeling really sick and I have had a lot of fatigue. I have had a really bad cough and my throat has been really sore. I have had a lot of sinus pressure and my nose has been really congested. I just feel really run down and miserable. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been quite exhausted and ill. My throat has been quite painful, and I have had a fairly nasty cough. I have got a lot of chills and a pretty high temperature. Simply put, I feel really run down and feeble. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I cant quit sneezing, and my nose is running. I am also constantly chilly and exhausted, and I have been coughing a lot. My fever is also really high, well above usual.Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been feeling awful, with a lot of congestion and a runny nose. I have been coughing a lot and having a lot of chest pain. My fever has been really high, and I have been experiencing severe muscular discomfort.Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My neck is swollen, and I am exhausted. My throat is scratchy, and my eyes are burning red. My nose is really clogged, and I am experiencing facial pressure. My chest hurts, and I am unable to smell anything.Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I lack energy and feel like my neck is bloated. My eyes are red, and my throat feels scratchy. I have severe congestion in my nostrils, and my face is under pressure. I cant smell anything, and my chest hurts.Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I feel quite weak, and my lymph nodes are enlarged. My eyes are burning, and my throat hurts. My sinuses are under strain, and my nose is stuffy. I cant smell anything, and my chest hurts.Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have had a terrible cough and cold for days. My face is tired and my sinuses are blocked. In addition, my chest hurts from the phlegm I have been coughing up. I cant smell, and my muscles are in terrible pain.Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have red, watery eyes all the time. My sinuses have also been bothered by a constant tightness. My breathing has been quite tough, and I have been feeling worn out all the time. My lymph nodes are irritated, and I also have a lot of throat mucous.Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I always get hot, puffy eyes and the feeling that something is obstructing my sinuses. My chest feels quite heavy, and I have been coughing up a lot of gunk. I have no sense of smell, and my muscles hurt a lot. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Pneumonia,"I have been feeling really cold and tired lately, and I have been coughing a lot with chest pain. My heart is beating really fast too, and when I cough, the phlegm is kind of a rusty color. Symptoms  chills, cough. fever, chest pain, tired."
Pneumonia,"I have been coughing a lot recently with chest pain and feeling incredibly chilly and exhausted. Additionally, my heart is thumping rapidly, and the phlegm I cough up has a reddish hue. Symptoms  chills, cough. fever, chest pain, tired."
Pneumonia,"I have been feeling really drained and cold, and I cant stop coughing. It hurts in my chest when I do, and my heart feels like  it is racing. The mucus I am coughing up is a gross brownish color. Symptoms  chills, cough. fever, chest pain, tired."
Pneumonia,"I have been exhausted and chilly, and I cant stop coughing. When I do, it pains in my chest and makes my heart race. My coughing mucous has a disgusting brownish hue. Symptoms  chills, cough. fever, chest pain, tired."
Pneumonia,"I have been having chills and feeling exhausted, and I cant seem to shake this cough. My chest hurts when I cough, and my heart feels like  it is going a million miles an hour. The phlegm I am coughing up is a dirty rust color. Symptoms  chills, cough. fever, chest pain, tired."
Pneumonia,"I have been experiencing chills, feeling worn out, and I cant seem to get rid of this cough. When I cough, my chest aches and my heart feels as like it is beating a million miles per hour. I am coughing up a nasty rust-colored phlegm. Symptoms  chills, cough. fever, chest pain, tired."
Pneumonia,"I have been feeling really weak and cold lately, and this cough won't go away. It hurts in my chest when I cough, and my heart is pounding. The mucus I am bringing up is a rusty brown color. Symptoms  chills, cough. fever, chest pain, tired."
